Postal Code,Place Name,Province,Latitude,Longitude,Other Riding
H3T,C_te-des-Neiges Northeast,Quebec,45.5115,-73.616,13
H3V,C_te-des-Neiges East,Quebec,45.4965,-73.6177,13
H3W,C_te-des-Neiges Southwest,Quebec,45.4988,-73.6442,13
H3X,Hampstead,Quebec,45.4915,-73.6483,13
H3Y,Westmount West,Quebec,45.489,-73.618,13
H3Z,Westmount East,Quebec,45.4909,-73.5885,13
H4A,Notre-Dame-de-GrŸce Northeast,Quebec,45.4781,-73.6252,13
H4B,Notre-Dame-de-GrŸce Southwest,Quebec,45.4681,-73.636,13
H4C,Saint-Henri,Quebec,45.478,-73.5922,13
H4E,Ville êmard,Quebec,45.468,-73.5863,13
H4G,Verdun North,Quebec,45.4644,-73.5798,13
H4H,Verdun South,Quebec,45.4532,-73.5818,13
H4J,Cartierville Central,Quebec,45.5353,-73.7231,13
H4K,Cartierville Southwest,Quebec,45.5248,-73.7392,13
H4L,Saint-Laurent Inner Northeast,Quebec,45.5269,-73.6974,13
H4M,Saint-Laurent East,Quebec,45.5067,-73.6906,13
H4N,Saint-Laurent Outer Northeast,Quebec,45.5329,-73.6807,13
H4P,Mount Royal South,Quebec,45.4991,-73.6722,13
H4R,Saint-Laurent Central,Quebec,45.5148,-73.7309,13
H4S,Saint-Laurent Southwest,Quebec,45.4958,-73.754,13
H4T,Saint-Laurent Southeast,Quebec,45.4954,-73.6798,13
H4V,C_te-Saint-Luc East,Quebec,45.4755,-73.6555,13
H4W,C_te-Saint-Luc West,Quebec,45.478,-73.6704,13
H4X,Montreal West,Quebec,45.4575,-73.6649,13
H4Y,Dorval Central,Quebec,45.5103,-73.6818,13
H4Z,Tour de la Bourse,Quebec,45.5003,-73.5621,13
H5A,Place Bonaventure,Quebec,45.503,-73.5679,13
H5B,Place Desjardins,Quebec,45.5066,-73.5623,13
H7A,Duvernay-Est,Quebec,45.6736,-73.5919,13
H7B,Saint-Fran_ois,Quebec,45.6346,-73.6769,13
H7C,Saint-Vincent-de-Paul,Quebec,45.6176,-73.6637,13
H7E,Duvernay,Quebec,45.6142,-73.669,13
H7G,Pont-Viau,Quebec,45.5565,-73.6791,13
H7H,Auteuil West,Quebec,45.6429,-73.7494,13
H7J,Auteuil Northeast,Quebec,45.6837,-73.6728,13
H7K,Auteuil South,Quebec,45.6121,-73.7898,14
H7L,Sainte-Rose,Quebec,45.6303,-73.7802,14
H7M,Vimont,Quebec,45.6089,-73.7331,14
H7N,Laval-des-Rapides,Quebec,45.5772,-73.7007,14
H7P,Fabreville,Quebec,45.5917,-73.8293,14
H7R,Laval-sur-le-Lac,Quebec,45.5483,-73.8578,14
H7S,Chomedey Northeast,Quebec,45.5732,-73.7444,14
H7T,Chomedey Northwest,Quebec,45.5569,-73.748,14
H7V,Chomedey East,Quebec,45.5364,-73.7267,14
H7W,Chomedey South,Quebec,45.549,-73.7641,14
H7X,Sainte-Doroth_e,Quebec,45.5359,-73.8231,14
H7Y,_les-Laval,Quebec,45.5209,-73.8354,14
H8N,LaSalle Northwest,Quebec,45.4551,-73.6084,14
H8P,LaSalle Southeast,Quebec,45.4371,-73.5979,14
H8R,Saint-Pierre,Quebec,45.4473,-73.6557,14
H8S,Lachine East,Quebec,45.4496,-73.6811,14
H8T,Lachine West,Quebec,45.4648,-73.7192,14
H8Y,Roxboro,Quebec,45.5145,-73.8162,14
H8Z,Pierrefonds,Quebec,45.5135,-73.8389,14
H9A,Dollard-Des- Ormeaux Northwest,Quebec,45.5055,-73.823,14
H9B,Dollard-Des- Ormeaux East,Quebec,45.4937,-73.8132,14
H9C,L'_le Bizard Northeast,Quebec,45.5141,-73.9012,14
H9E,L'_le-Bizard Southwest,Quebec,45.5106,-73.91,14
H9G,Dollard-Des- Ormeaux Southwest,Quebec,45.4794,-73.8446,14
H9H,Sainte-Genevi_ve,Quebec,45.4873,-73.8635,14
H9J,Kirkland,Quebec,45.469,-73.8862,14
H9K,Senneville,Quebec,45.4643,-73.8936,14
H9P,Dorval Outskirts,Quebec,45.4617,-73.7305,14
H9R,Pointe-Claire,Quebec,45.4748,-73.8207,14
H9S,L'_le-Dorval,Quebec,45.4409,-73.7733,14
H9W,Beaconsfield,Quebec,45.4407,-73.8727,14
H9X,Sainte-Anne-De- Bellevue,Quebec,45.418,-73.9515,14
J0A,Centre-du- Qu_bec-Sud (Warwick),Quebec,45.6999,-72.0033,14
J0B,Estrie-Est (Stanstead),Quebec,45.242,-72.0177,14
J0C,Centre-du- Qu_bec-Ouest (Saint- Bonaventure),Quebec,45.9914,-72.3216,14
J0E,Estrie-Ouest (Fulford),Quebec,45.3973,-72.8797,15
J0G,Bois-Francs-Nord (Odanak),Quebec,46.0668,-72.8043,15
J0H,Bois-Francs-Sud (Saint-Nazaire- D'Acton),Quebec,45.6125,-72.5205,15
J0J,Mont_r_gie-Est (Bedford),Quebec,45.0784,-73.0291,15
J0K,Lanaudi_re-Nord (Saint-Esprit),Quebec,46.104,-73.256,15
J0L,Mont_r_gie-Nord (Saint-Antoine- Sur-Richelieu),Quebec,45.7317,-73.2793,15
J0M,Nunavik (Kuujjuaq),Quebec,60.0342,-70.0118,15
J0N,R_gion d'Oka (Oka),Quebec,45.718,-73.6354,15
J0P,Vaudreuil- Soulanges (Coteau-du-Lac),Quebec,45.4487,-74.1015,15
J0R,Lanaudi_re-Sud (Pr_vost),Quebec,45.8373,-74.1387,15
J0S,Mont_r_gie- Ouest (Saint-Anicet),Quebec,45.0131,-74.1744,15
J0T,Laurentides-Nord (Montcalm),Quebec,46.2634,-74.7687,15
J0V,Laurentides-Sud (Ch_n_ville),Quebec,45.7631,-74.4624,15
J0W,Outaouais-Nord (Ferme-Neuve),Quebec,46.7019,-75.437,15
J0X,Outaouais-Sud (Thurso),Quebec,45.5234,-76.4392,15
J0Y,Abitibi- T_miscamingue- Est (Radisson),Quebec,48.4606,-78.1936,15
J0Z,Abitibi- T_miscamingue- Ouest (Guigues),Quebec,47.4822,-79.2102,15
J1A,Coaticook,Quebec,45.1563,-71.8095,15
J1E,Sherbrooke Northeast,Quebec,45.4301,-71.8901,15
J1G,Sherbrooke East,Quebec,45.4038,-71.8853,15
J1H,Sherbrooke Central,Quebec,45.4117,-71.9074,15
J1J,Sherbrooke North,Quebec,45.4242,-71.9188,15
J1K,Sherbrooke West,Quebec,45.3928,-71.9441,15
J1L,Sherbrooke Northwest,Quebec,45.4053,-71.9387,15
J1M,Sherbrooke Southeast,Quebec,45.3672,-71.8692,15
J1N,Rock Forest,Quebec,45.3814,-71.9827,15
J1S,Windsor,Quebec,45.582,-72.0094,15
J1T,Asbestos,Quebec,45.7808,-71.9348,15
J1X,Magog,Quebec,45.282,-72.139,15
J1Z,Saint-Cyrille- De-Wendover,Quebec,45.8852,-72.414,15
J2A,Drummondville Southeast,Quebec,45.8459,-72.44,15
J2B,Drummondville South,Quebec,45.8845,-72.4841,15
J2C,Drummondville Central,Quebec,45.9092,-72.4808,15
J2E,Drummondville Northwest,Quebec,45.9037,-72.5297,15
J2G,Granby Central,Quebec,45.4109,-72.7103,15
J2H,Granby East,Quebec,45.4036,-72.7097,16
J2J,Granby West,Quebec,45.3915,-72.7799,16
J2K,Cowansville,Quebec,45.2214,-72.7567,16
J2L,Bromont,Quebec,45.3161,-72.6501,16
J2N,Farnham,Quebec,45.2925,-72.978,16
J2R,Saint-Hyacinthe Northwest,Quebec,45.648,-73.0056,16
J2S,Saint-Hyacinthe Southwest,Quebec,45.6352,-72.9726,16
J2T,Saint-Hyacinthe East,Quebec,45.6414,-72.9243,16
J2W,Saint-Luc,Quebec,45.3988,-73.3723,16
J2X,Saint-Jean- sur-Richelieu East,Quebec,45.3167,-73.2338,16
J2Y,Saint-Jean- sur-Richelieu West,Quebec,45.3172,-73.3346,16
J3A,Saint-Jean- sur-Richelieu North,Quebec,45.334,-73.2662,16
J3B,Saint-Jean- sur-Richelieu Central,Quebec,45.3234,-73.2662,16
J3E,Sainte-Julie,Quebec,45.5806,-73.336,16
J3G,Beloeil West,Quebec,45.5462,-73.2339,16
J3H,Beloeil East,Quebec,45.5413,-73.2215,16
J3L,Chambly,Quebec,45.4694,-73.289,16
J3M,Marieville,Quebec,45.4355,-73.1738,16
J3N,Saint-Basile- Le-Grand,Quebec,45.5355,-73.2719,16
J3P,Sorel Central,Quebec,46.045,-73.1172,16
J3R,Sorel Southwest,Quebec,46.0476,-73.1263,16
J3T,Nicolet,Quebec,46.2326,-72.5995,16
J3V,Saint-Bruno,Quebec,45.5392,-73.3598,16
J3X,Varennes,Quebec,45.6911,-73.4312,16
J3Y,Saint-Hubert Central,Quebec,45.4841,-73.4329,16
J3Z,Saint-Hubert East,Quebec,45.4732,-73.3716,16
J4B,Boucherville,Quebec,45.5685,-73.423,16
J4G,Longueuil North,Quebec,45.5535,-73.4987,16
J4H,Longueuil West,Quebec,45.5428,-73.5083,16
J4J,Longueuil Central,Quebec,45.529,-73.5039,16
J4K,Longueuil Southwest,Quebec,45.5284,-73.5246,16
J4L,Longueuil Southeast,Quebec,45.5291,-73.4708,16
J4M,Longueuil East,Quebec,45.544,-73.4505,16
J4N,Longueuil Northeast,Quebec,45.5382,-73.4577,16
J4P,Saint-Lambert North,Quebec,45.4993,-73.5157,16
J4R,Saint-Lambert Central,Quebec,45.4876,-73.5092,17
J4S,Saint-Lambert South,Quebec,45.4832,-73.5067,17
J4T,Saint-Hubert West,Quebec,45.4966,-73.4481,17
J4V,Greenfield Park,Quebec,45.4926,-73.4473,17
J4W,Brossard Northwest,Quebec,45.4769,-73.4992,17
J4X,Brossard Southwest,Quebec,45.4564,-73.4931,17
J4Y,Brossard South,Quebec,45.4605,-73.4651,17
J4Z,Brossard Northeast,Quebec,45.4814,-73.4649,17
J5A,Saint-Constant,Quebec,45.384,-73.5591,17
J5B,Delson,Quebec,45.4024,-73.5376,17
J5J,Saint-Sophie,Quebec,45.8184,-73.8983,17
J5K,Saint-Colomban,Quebec,45.7334,-74.1309,17
J5L,Saint-J_r_me West,Quebec,45.8052,-74.1051,17
J5M,Saint-Lin- Laurentides,Quebec,45.8522,-73.7577,17
J5R,La Prairie,Quebec,45.3973,-73.5284,17
J5T,Lavaltrie,Quebec,45.905,-73.2594,17
J5V,Louiseville,Quebec,46.2675,-72.9382,17
J5W,L'Assomption,Quebec,45.8313,-73.4233,17
J5X,L'êpiphanie,Quebec,45.8508,-73.4824,17
J5Y,Repentigny Northeast,Quebec,45.7599,-73.4343,17
J5Z,Repentigny West,Quebec,45.7289,-73.4907,17
J6A,Repentigny South,Quebec,45.7134,-73.4778,17
J6E,Joliette,Quebec,46.0551,-73.432,17
J6J,ChŸteauguay North,Quebec,45.3944,-73.7494,17
J6K,ChŸteauguay South,Quebec,45.3631,-73.7085,17
J6N,Beauharnois,Quebec,45.3577,-73.7851,17
J6R,Mercier,Quebec,45.3063,-73.748,17
J6S,Salaberry-de- Valleyfield North,Quebec,45.2788,-74.1422,17
J6T,Salaberry-de- Valleyfield South,Quebec,45.2571,-74.12,17
J6V,Terrebonne East,Quebec,45.7005,-73.5298,17
J6W,Terrebonne Central,Quebec,45.6908,-73.6308,17
J6X,Terrebonne Northwest,Quebec,45.6986,-73.6632,17
J6Y,Terrebonne Southwest,Quebec,45.6999,-73.8112,17
J6Z,Sainte-Th_r_se- de-Blainville Northeast,Quebec,45.6693,-73.7484,17
J7A,Sainte-Th_r_se- de-Blainville East,Quebec,45.6179,-73.8038,17
J7B,Sainte-Th_r_se- de-Blainville North,Quebec,45.6462,-73.8092,18
J7C,Sainte-Th_r_se- de-Blainville Northwest,Quebec,45.6488,-73.8466,18
J7E,Sainte-Th_r_se- de-Blainville Central,Quebec,45.6318,-73.8261,18
J7G,Sainte-Th_r_se- de-Blainville South,Quebec,45.5999,-73.8301,18
J7H,Sainte-Th_r_se- de-Blainville Southwest,Quebec,45.62,-73.8564,18
J7J,Mirabel Northeast,Quebec,45.6563,-73.9753,18
J7K,Mascouche Extremities,Quebec,45.7551,-73.5959,18
J7L,Mascouche Central,Quebec,45.7567,-73.6263,18
J7M,La Plaine,Quebec,45.7915,-73.7559,18
J7N,Mirabel Southwest,Quebec,45.72,-74.0327,18
J7P,Saint-Eustache Northeast,Quebec,45.5618,-73.8881,18
J7R,Saint-Eustache Southwest,Quebec,45.5321,-73.894,18
J7T,Vaudreuil- Dorion RCM,Quebec,45.3135,-74.0573,18
J7V,Vaudreuil- Dorion,Quebec,45.4042,-74.034,18
J7X,Valleyfield,Quebec,45.2616,-74.2078,18
J7Y,Saint-J_r_me North,Quebec,45.814,-74.0176,18
J7Z,Saint-J_r_me Southeast,Quebec,45.795,-74.0017,18
J8A,Saint-Hippolyte,Quebec,45.9261,-74.0244,18
J8B,Sainte-Ad_le,Quebec,45.9454,-74.1327,18
J8C,Sainte-Agathe- Des-Monts,Quebec,46.0469,-74.2901,18
J8E,Mont-Tremblant,Quebec,46.156,-74.5627,18
J8G,Chatham,Quebec,45.6068,-74.4387,18
J8H,Lachute,Quebec,45.6484,-74.3406,18
J8L,Buckingham,Quebec,45.599,-75.4206,18
J8M,Masson-Angers,Quebec,45.5555,-75.4352,18
J8N,Val-des-Monts,Quebec,45.688,-75.7837,18
J8P,Gatineau Southeast,Quebec,45.495,-75.5883,18
J8R,Gatineau Northeast,Quebec,45.4914,-75.6057,18
J8T,Gatineau Southwest,Quebec,45.4979,-75.7043,18
J8V,Gatineau Northwest,Quebec,45.488,-75.7474,18
J8X,Hull Southeast,Quebec,45.4465,-75.7156,18
J8Y,Hull Central,Quebec,45.4603,-75.7606,18
J8Z,Hull North,Quebec,45.4659,-75.7558,18
J9A,Hull Southwest,Quebec,45.4206,-75.7538,18
J9B,Chelsea,Quebec,45.4039,-75.826,18
J9E,Maniwaki,Quebec,46.3741,-75.9823,19
J9H,Aylmer South,Quebec,45.3958,-75.8259,19
J9J,Aylmer North,Quebec,45.4202,-75.7748,19
J9L,Mont-Laurier,Quebec,46.5442,-75.4972,19
J9P,Val-d'Or,Quebec,48.1068,-77.7833,19
J9T,Amos,Quebec,48.5837,-78.1002,19
J9V,Ville-Marie,Quebec,47.3288,-79.441,19
J9X,Rouyn-Noranda South,Quebec,48.25,-79.0253,19
J9Y,Rouyn-Noranda North,Quebec,48.8054,-79.1991,19
J9Z,La Sarre,Quebec,48.8131,-79.2026,19
K0A,National Capital Region (Almonte),Ontario,45.1953,-76.1496,19
K0B,Prescott and Russell United Counties (Alfred),Ontario,45.4131,-74.9148,19
K0C,"Stormont, Dundas and Glengarry United Counties (Alexandria)",Ontario,45.2228,-75.032,19
K0E,South Leeds and Grenville United Counties (Prescott),Ontario,44.6478,-75.7656,19
K0G,Rideau Lakes area (Kemptville),Ontario,45.0113,-75.6459,19
K0H,"Frontenac County, Addington County, Loyalist Shores and Southwest Leeds (Inverary)",Ontario,44.2166,-76.6455,19
K0J,Renfrew County and Lanark Highlands Township (Deep River),Ontario,45.3985,-78.0836,19
K0K,"Quinte Shores, East Northumberland County & Prince Edward County (Picton)",Ontario,44.0594,-77.386,19
K0L,Peterborough County and North Hastings County (Lakefield),Ontario,44.8324,-77.9302,19
K0M,Kawartha lakes and Haliburton County (Bobcaygeon),Ontario,44.438,-78.6828,19
K1A,Government of Canada Ottawa and Gatineau offices,Ontario,45.4207,-75.7023,19
K1B,Gloucester (Blackburn Hamlet / Pine View),Ontario,45.4325,-75.5624,19
K1C,Gloucester (West Orleans),Ontario,45.4805,-75.5237,19
K1E,Orleans (Queenswood),Ontario,45.4882,-75.5199,19
K1G,Ottawa (Riverview / Hawthorne),Ontario,45.4118,-75.6304,19
K1H,Ottawa (Alta Vista),Ontario,45.3938,-75.6639,19
K1J,Gloucester (Beacon Hill / Cyrville),Ontario,45.422,-75.6303,19
K1K,Ottawa (Overbrook),Ontario,45.4354,-75.6475,19
K1L,Ottawa (Vanier),Ontario,45.44,-75.6524,19
K1M,Ottawa (Rockcliffe Park / New Edinburgh),Ontario,45.4461,-75.6744,19
K1N,Ottawa (Lower Town / Sandy Hill / University of Ottawa),Ontario,45.3176,-75.895,19
K1P,Ottawa (Parliament Hill),Ontario,45.423,-75.702,19
K1R,Ottawa (West Downtown area),Ontario,45.4,-75.7235,19
K1S,Ottawa (The Glebe / Ottawa South / Ottawa East),Ontario,45.4127,-75.6742,19
K1T,Gloucester (Blossom Park / Hunt Club East / Leitrim),Ontario,45.352,-75.6421,19
K1V,Ottawa (Riverside Park / Hunt Club West / Riverside South / YOW),Ontario,45.3523,-75.6512,20
K1W,Gloucester (South Orleans),Ontario,45.436,-75.5471,20
K1X,Gloucester South,Ontario,45.2884,-75.5992,20
K1Y,Ottawa West,Ontario,45.399,-75.7304,20
K1Z,Ottawa (Westboro),Ontario,45.3956,-75.7462,20
K2A,Ottawa (Highland Park / Carlingwood),Ontario,45.3778,-75.7632,20
K2B,Ottawa (Britannia / Pinecrest),Ontario,45.3679,-75.7888,20
K2C,Ottawa (Queensway / Copeland / Carlington / Carleton Heights),Ontario,45.3594,-75.7523,20
K2E,Nepean East,Ontario,45.3353,-75.7209,20
K2G,Nepean (Davidson Heights),Ontario,45.3286,-75.7703,20
K2H,Nepean (Bells Corners),Ontario,45.3155,-75.837,20
K2J,Nepean (Barrhaven),Ontario,45.2882,-75.7566,20
K2K,Kanata (Beaverbrook / South March),Ontario,45.3339,-75.9098,20
K2L,Kanata (Katimavik-Hazeldean / Glen Cairn),Ontario,45.3125,-75.8838,20
K2M,Kanata (Bridlewood),Ontario,45.2884,-75.8648,20
K2P,Ottawa (Centre Town),Ontario,45.4129,-75.6901,20
K2R,Nepean (Fallowfield Village / Cedarhill Estates / Orchard Estates),Ontario,45.2776,-75.7902,20
K2S,Stittsville,Ontario,45.2573,-75.9153,20
K2T,Kanata (Marchwood),Ontario,45.3121,-75.9217,20
K2V,Kanata (Terry Fox / Palladium),Ontario,45.3018,-75.9081,20
K2W,Kanata (North March),Ontario,45.3564,-75.9445,20
K4A,Orleans (Fallingbrook),Ontario,45.4769,-75.4835,20
K4B,Cumberland Township,Ontario,45.4251,-75.4288,20
K4C,Cumberland,Ontario,45.5177,-75.4108,20
K4K,Rockland,Ontario,45.5415,-75.3062,20
K4M,Manotick,Ontario,45.2289,-75.6817,20
K4P,Greely,Ontario,45.258,-75.5762,20
K4R,Russell,Ontario,45.2573,-75.3675,20
K6A,Hawkesbury,Ontario,45.6101,-74.6085,20
K6H,Cornwall East,Ontario,45.0186,-74.7129,20
K6J,Cornwall West,Ontario,45.0149,-74.7279,20
K6K,Cornwall North,Ontario,45.0607,-74.7542,20
K6T,Elizabethtown,Ontario,44.618,-75.6895,20
K6V,Brockville,Ontario,44.5906,-75.6808,20
K7A,Smiths Falls,Ontario,44.8995,-76.021,20
K7C,Carleton Place,Ontario,45.135,-76.1313,21
K7G,Gananoque,Ontario,44.3319,-76.1471,21
K7H,Perth,Ontario,44.902,-76.2457,21
K7K,Kingston (SW Pittsburgh Township),Ontario,44.2322,-76.4799,21
K7L,Kingston (Downtown),Ontario,44.231,-76.4791,21
K7M,Kingston (Reddendale / Cataraqui / Collins Bay),Ontario,44.2274,-76.5134,21
K7N,Amherstview,Ontario,44.2255,-76.629,21
K7P,Kingston (Westbrook / Cataraqui Woods / Cedarwood),Ontario,44.2507,-76.5828,21
K7R,Napanee,Ontario,44.2538,-76.943,21
K7S,Arnprior,Ontario,45.4238,-76.3624,21
K7V,Renfrew,Ontario,45.4779,-76.6731,21
K8A,Pembroke Central and northern subdivisions,Ontario,45.8173,-77.1174,21
K8B,Pembroke (Pleasant View / Fairview),Ontario,45.815,-77.1107,21
K8H,Petawawa,Ontario,45.9151,-77.2754,21
K8N,Belleville East,Ontario,44.1607,-77.369,21
K8P,Belleville West,Ontario,44.1605,-77.3846,21
K8R,Belleville (SE Sidney Township / Avondale),Ontario,44.1312,-77.4521,21
K8V,Trenton,Ontario,44.1106,-77.5569,21
K9A,Cobourg,Ontario,43.9851,-78.1621,21
K9H,Peterborough North,Ontario,44.299,-78.3145,21
K9J,Peterborough South,Ontario,44.2763,-78.313,21
K9K,Peterborough (Fairbairn Meadows / Jackson Heights),Ontario,44.279,-78.3659,21
K9L,Peterborough (Terra View Heights / Woodland Acres / Donwood),Ontario,44.3238,-78.303,21
K9V,Lindsay,Ontario,44.3512,-78.7192,21
L0A,West Northumberland County (Millbrook),Ontario,44.1836,-78.5563,21
L0B,East Durham Regional Municipality (Orono),Ontario,44.0286,-79.0015,21
L0C,West Durham Regional Municipality (Sunderland),Ontario,44.0371,-79.1964,21
L0E,Lake Simcoe Southeast Shore (Sutton West),Ontario,44.2406,-79.357,21
L0G,Ontario Centre (Queensville),Ontario,44.1595,-79.8733,21
L0H,Whitby Region (Gormley),Ontario,43.9282,-79.1201,21
L0J,North Peel Regional Municipality (Kleinburg),Ontario,43.7788,-79.4991,21
L0K,Lake Simcoe North Shore (Coldwater),Ontario,44.6072,-79.6291,21
L0L,Lake Simcoe West Shore (Oro),Ontario,44.1535,-79.8683,21
L0M,Georgian Bay South Shore (Angus),Ontario,44.1476,-79.872,21
L0N,Dufferin County (Shelburne),Ontario,43.8582,-80.0696,21
L0P,Halton Regional Municipality (Campbellville),Ontario,43.7882,-79.6754,22
L0R,East Haldimand County (Waterdown),Ontario,43.1661,-80.0702,22
L0S,Niagara Regional Municipality (Fonthill),Ontario,43.0796,-79.199,22
L1A,Port Hope,Ontario,43.9427,-78.2944,22
L1B,Bowmanville East,Ontario,43.8966,-78.6309,22
L1C,Bowmanville West,Ontario,43.9014,-78.6755,22
L1E,Courtice,Ontario,43.914,-78.6925,22
L1G,Oshawa Central,Ontario,43.898,-78.8656,22
L1H,Oshawa Southeast,Ontario,43.8973,-78.8641,22
L1J,Oshawa Southwest,Ontario,43.8587,-78.8341,22
L1K,Oshawa East,Ontario,43.9091,-78.8088,22
L1L,Oshawa North,Ontario,43.9527,-78.8795,22
L1M,Whitby North,Ontario,43.9561,-78.9556,22
L1N,Whitby Southeast,Ontario,43.8581,-78.9319,22
L1P,Whitby Southwest,Ontario,43.8744,-78.9638,22
L1R,Whitby Central,Ontario,43.9018,-78.9347,22
L1S,Ajax Southwest,Ontario,43.8265,-78.9991,22
L1T,Ajax Northwest,Ontario,43.8603,-79.0434,22
L1V,Pickering Southwest,Ontario,43.8087,-79.1307,22
L1W,Pickering South,Ontario,43.8125,-79.0827,22
L1X,Pickering Central,Ontario,43.8449,-79.0996,22
L1Y,Pickering North,Ontario,43.9903,-79.1004,22
L1Z,Ajax East,Ontario,43.8627,-79.0136,22
L2A,Fort Erie,Ontario,42.8845,-78.9398,22
L2E,Niagara Falls Central,Ontario,43.0939,-79.0699,22
L2G,Niagara Falls Southeast,Ontario,43.0963,-79.074,22
L2H,Niagara Falls West,Ontario,43.1148,-79.1238,22
L2J,Niagara Falls North,Ontario,43.1155,-79.0916,22
L2M,St. Catharines Northeast,Ontario,43.2237,-79.2191,22
L2N,St. Catharines Northwest,Ontario,43.1751,-79.2389,22
L2P,St. Catharines East,Ontario,43.1418,-79.2133,22
L2R,St. Catharines Central,Ontario,43.1719,-79.227,22
L2S,St. Catharines Southwest,Ontario,43.1275,-79.2631,22
L2T,St. Catharines South,Ontario,43.1334,-79.1989,22
L2V,St. Catharines Southeast,Ontario,43.1017,-79.1997,22
L2W,St. Catharines West,Ontario,43.1743,-79.2744,23
L3B,Welland East,Ontario,42.9859,-79.2232,23
L3C,Welland West,Ontario,42.9989,-79.2466,23
L3K,Port Colborne,Ontario,42.8754,-79.237,23
L3M,Grimsby,Ontario,43.2005,-79.6292,23
L3P,Markham Central,Ontario,43.8605,-79.3279,23
L3R,Markham Outer Southwest,Ontario,43.86,-79.3605,23
L3S,Markham Southeast,Ontario,43.831,-79.2768,23
L3T,Thornhill East,Ontario,43.7984,-79.4186,23
L3V,Orillia,Ontario,44.6039,-79.4126,23
L3X,Newmarket Southwest,Ontario,44.0464,-79.4874,23
L3Y,Newmarket Northeast,Ontario,44.0414,-79.4534,23
L3Z,Bradford,Ontario,44.1208,-79.5656,23
L4A,Stouffville,Ontario,43.9707,-79.2503,23
L4B,Richmond Hill Southeast,Ontario,43.8417,-79.4011,23
L4C,Richmond Hill Southwest,Ontario,43.8759,-79.4381,23
L4E,Richmond Hill North,Ontario,43.9423,-79.4595,23
L4G,Aurora,Ontario,43.9909,-79.4639,23
L4H,Woodbridge North,Ontario,43.8084,-79.6089,23
L4J,Thornhill West,Ontario,43.7964,-79.4278,23
L4K,Concord,Ontario,43.7848,-79.4811,23
L4L,Woodbridge South,Ontario,43.7886,-79.5919,23
L4M,Barrie North,Ontario,44.3885,-79.6886,23
L4N,Barrie South,Ontario,44.3891,-79.6901,23
L4P,Keswick,Ontario,44.2421,-79.4818,23
L4R,Midland,Ontario,44.7542,-79.9005,23
L4S,Richmond Hill Central,Ontario,43.8975,-79.4415,23
L4T,Mississauga (Malton),Ontario,43.6951,-79.6525,23
L4V,Mississauga (Wildwood),Ontario,43.6879,-79.6072,23
L4W,Mississauga (Matheson / East Rathwood),Ontario,43.6272,-79.6222,23
L4X,Mississauga (East Applewood / East Dixie / NE Lakeview),Ontario,43.5996,-79.5664,23
L4Y,Mississauga (West Applewood / West Dixie / NW Lakeview),Ontario,43.5854,-79.583,23
L4Z,Mississauga (West Rathwood / East Hurontario / SE Gateway),Ontario,43.6092,-79.6201,23
L5A,Mississauga (Mississauga Valleys / East Cooksville),Ontario,43.5701,-79.5985,23
L5B,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),Ontario,43.5665,-79.6035,23
L5C,Mississauga (West Creditview / Mavis / Erindale),Ontario,43.5591,-79.6186,24
L5E,Mississauga (Central Lakeview),Ontario,43.571,-79.5668,24
L5G,Mississauga (SW Lakeview / Mineola / East Port Credit),Ontario,43.5581,-79.5738,24
L5H,Mississauga (West Port Credit / Lorne Park / East Sheridan),Ontario,43.5472,-79.585,24
L5J,Mississauga (Clarkson / Southdown),Ontario,43.5146,-79.6063,24
L5K,Mississauga (West Sheridan),Ontario,43.5319,-79.6403,24
L5L,Mississauga (Erin Mills / Western Business Park),Ontario,43.5372,-79.6667,24
L5M,Mississauga (Churchill Meadows / Central Erin Mills / South Streetsville),Ontario,43.5747,-79.7278,24
L5N,Mississauga (Lisgar / Meadowvale),Ontario,43.5892,-79.7239,24
L5P,Mississauga (YYZ),Ontario,43.6904,-79.6238,24
L5R,Mississauga (West Hurontario / SW Gateway),Ontario,43.5974,-79.6402,24
L5S,Mississauga (Cardiff / NE Gateway),Ontario,43.6975,-79.6615,24
L5T,Mississauga (Courtney Park / East Gateway),Ontario,43.6578,-79.6607,24
L5V,Mississauga (East Credit),Ontario,43.6097,-79.704,24
L5W,Mississauga (Meadowvale Village / West Gateway),Ontario,43.6261,-79.729,24
L6A,Maple,Ontario,43.857,-79.514,24
L6B,Markham East,Ontario,43.8845,-79.2339,24
L6C,Markham Northwest,Ontario,43.8842,-79.3359,24
L6E,Markham Northeast,Ontario,43.8927,-79.2641,24
L6G,Markham Inner Southwest,Ontario,43.8478,-79.3447,24
L6H,Oakville North,Ontario,43.4543,-79.6921,24
L6J,Oakville Northeast,Ontario,43.4427,-79.6664,24
L6K,Oakville East,Ontario,43.4401,-79.669,24
L6L,Oakville South,Ontario,43.4037,-79.6934,24
L6M,Oakville West,Ontario,43.4453,-79.7095,24
L6P,Brampton North,Ontario,43.7794,-79.7284,24
L6R,Brampton Northwest,Ontario,43.7494,-79.7511,24
L6S,Brampton North Central,Ontario,43.7153,-79.7321,24
L6T,Brampton East,Ontario,43.6892,-79.7079,24
L6V,Brampton Central,Ontario,43.7074,-79.7853,24
L6W,Brampton Southeast,Ontario,43.6746,-79.724,24
L6X,Brampton Southwest,Ontario,43.6858,-79.7602,24
